list-none-m,1,1000,1,3000,2753000,917,66
list-none-m,2,1000,1,6000,13949000,2324,3442
list-none-m,4,1000,1,12000,65453000,5454,24180
list-none-m,8,1000,1,24000,260352000,10848,108393
list-none-m,12,1000,1,36000,663005000,18416,273159
list-none-m,16,1000,1,48000,1205368000,25111,506670
list-none-m,24,1000,1,72000,2847827000,39553,1184838
list-none-s,1,1000,1,3000,2371000,790
list-none-s,2,1000,1,6000,31213000,5202
list-none-s,4,1000,1,12000,182350000,15195
list-none-s,8,1000,1,24000,1611190000,67132
list-none-s,12,1000,1,36000,6700856000,186134
list-none-s,16,1000,1,48000,14541114000,302939
list-none-s,24,1000,1,72000,50020974000,694735
